Site,Title,Company,Ratings,Reviews,Experience,Salary,Location,Description,Job_Post_History,URL
Naukri,Data Scientist,Cojective Labs,,,5-10 Yrs ,Not disclosed ,Ahmedabad , Solid Computer science and coding skills and experience productizing training pipelines...,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-cojective-labs-ahmedabad-5-to-10-years-101122502836
Naukri,Data Scientist,Rays Techserv,5.0,2 Reviews,5-9 Yrs ,"18,00,000 - 30,00,000 PA. ",Permanent Remote , 5+ Years of hands-on development experience(Must) with AI/ML technologies Programming e...,9 Days Ago,https://www.naukri.com/job-listings-data-scientist-rays-techserv-ahmedabad-5-to-9-years-060123007670
Naukri,Data Scientist,Applycup Hiring Solutions Llp,4.9,16 Reviews,5-10 Yrs ,Not disclosed ,Ahmedabad ," Skills : Strong math skills, statistics, algebra, Problem-solving aptitude, Excellent c...",20 Days Ago,https://www.naukri.com/job-listings-data-scientist-applycup-hiring-solutions-llp-ahmedabad-5-to-10-years-261222500446
Naukri,Data Scientist,placementplanet,,,2-3 Yrs ,Not disclosed ,Ahmedabad ," Selecting features , building and optimizing classifiers using machine learning techniq...",30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-placementplanet-ahmedabad-2-to-3-years-240719500693
Naukri,Data Scientist,"RapidOps, Inc",4.8,10 Reviews,1-5 Yrs ,Not disclosed ,Ahmedabad ," Must to have Tensor flow, pandas, scikit-learn and numpy",30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-rapidops-inc-ahmedabad-1-to-5-years-240222500764
Naukri,MIS Executive / Data Administrator,Mycityahmedabad,,,5-8 Yrs ,Not disclosed ,Ahmedabad , Job Description: Candidate should be any graduate. Should have proficiency in Excel & E...,30+ Days Ago,https://www.naukri.com/job-listings-mis-executive-data-administrator-mycityahmedabad-ahmedabad-5-to-8-years-150720500004
Naukri,Data Scientist,Protocol Zone,4.3,11 Reviews,1-4 Yrs ,Not disclosed ,Ahmedabad ," Employment type: Full time Qualification: Masters in statistics, mathematics or any oth...",30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-protocol-zone-ahmedabad-1-to-4-years-041119500843
Naukri,Power BI/SAP HANA Developer - Python/Data Modeling,Career Infosystem,,,4-8 Yrs ,Not disclosed ,"Ahmedabad, Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Delhi / NCR, Bangalore/Bengaluru ", Design effective layouts and wireframes catering to customer needs to ensure optimal us...,17 Days Ago,https://www.naukri.com/job-listings-power-bi-sap-hana-developer-python-data-modeling-career-infosystem-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-ahmedabad-delhi-ncr-bangalore-bengaluru-4-to-8-years-291222906326
Naukri,Azure Data Engineer - Data Modeling/Warehousing,Career Infosystem,,,5-10 Yrs ,Not disclosed ,"Ahmedabad, Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR ", Degree - Candidate must possess a bachelors degree from an accredited college in Comput...,19 Days Ago,https://www.naukri.com/job-listings-azure-data-engineer-data-modeling-warehousing-career-infosystem-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-ahmedabad-bangalore-bengaluru-delhi-ncr-5-to-10-years-271222906984
Naukri,Data Analytics Role - KPO,Huquo Consulting Pvt. Ltd,,,1-2 Yrs ,Not disclosed ,"Ahmedabad, Kolkata, Mumbai, Visakhapatnam, Hyderabad/Secunderabad, Pune, Chennai, Delhi / NCR, Bangalore/Bengaluru "," Education: Bachelors / Masters degree in quantitative fields (Statistics, Operations Re...",20 Days Ago,https://www.naukri.com/job-listings-data-analytics-role-kpo-huquo-consulting-pvt-ltd-kolkata-mumbai-visakhapatnam-vizag-hyderabad-secunderabad-pune-chennai-ahmedabad-delhi-ncr-bangalore-bengaluru-1-to-2-years-261222909284
Naukri,Data Engineers - Microsoft SQL Server,Alloy Consulting,,,5-10 Yrs ,Not disclosed ,"Hybrid - Ahmedabad, Kolkata, Mumbai, Visakhapatnam, Hyderabad/Secunderabad, Pune, Chennai, Delhi / NCR, Bangalore/Bengaluru ", Our UK client is looking for an experienced Data Engineer having 5 to 10 years of exper...,20 Days Ago,https://www.naukri.com/job-listings-data-engineers-microsoft-sql-server-alloy-consulting-kolkata-mumbai-visakhapatnam-vizag-hyderabad-secunderabad-pune-chennai-ahmedabad-delhi-ncr-bangalore-bengaluru-5-to-10-years-261222908918
Naukri,Data Engineers - Microsoft SQL Server,Alloy Consulting,,,5-8 Yrs ,Not disclosed ,"Temp. WFH - Ahmedabad, Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Delhi / NCR, Bangalore/Bengaluru "," They will work from homeQualification B Tech or MCAHowever, should come to our office i...",20 Days Ago,https://www.naukri.com/job-listings-data-engineers-microsoft-sql-server-alloy-consulting-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-ahmedabad-delhi-ncr-bangalore-bengaluru-5-to-8-years-261222903353
Naukri,Urgent Hiring!! Data Scientist_ Python/ ML/ NLP _( 5-10 yrs) !!,SP Staffing,,,5-10 Yrs ,"14,00,000 - 22,50,000 PA. ","Hybrid - Ahmedabad, Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas) "," Atleast 1 data science based cloud platform experience (Sagemaker, AzureML, Vertex, Dat...",27 Days Ago,https://www.naukri.com/job-listings-urgent-hiring-data-scientist-python-ml-nlp-5-10-yrs-sp-staffing-hyderabad-secunderabad-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-201222000052
Naukri,Supply Chain Analyst,"Zydus Hospitals, Ahmedabad",4.2,4565 Reviews,1-4 Yrs ,Not disclosed ,Ahmedabad(Thaltej) , Bachelor of Pharma + MBA + Knowledge of Advance Excel along with MS-Office,9 Days Ago,https://www.naukri.com/job-listings-supply-chain-analyst-zydus-hospitals-ahmedabad-ahmedabad-1-to-4-years-060123004679
Naukri,Transfer Pricing Analyst - CA,Serving Skill,,,1-3 Yrs ,Not disclosed ,"Ahmedabad, Gujarat "," Proven transfer pricing experience, ideally from a big 4 accountancy firm Maintain the ...",18 Days Ago,https://www.naukri.com/job-listings-transfer-pricing-analyst-ca-serving-skill-ahmedabad-gujarat-1-to-3-years-281222909932
Naukri,Risk Analyst,Irage Broking Services Llp,4.7,3 Reviews,1-4 Yrs ,Not disclosed ,Ahmedabad , The candidate must show proficiency in coding and regularly work with Python / R to per...,19 Days Ago,https://www.naukri.com/job-listings-risk-analyst-irage-broking-services-llp-ahmedabad-1-to-4-years-271222005671
Naukri,Analyst,Healthark Insights,4.1,30 Reviews,2-4 Yrs ,Not disclosed ,Ahmedabad , OR Bachelors / Masters in Mathematics / Statistics/Data Science Must Have Experience in...,30+ Days Ago,https://www.naukri.com/job-listings-analyst-healthark-insights-ahmedabad-2-to-4-years-300622501618
Naukri,Data Mining Executive,Post A Resume,4.3,14 Reviews,1-4 Yrs ,Not disclosed ,Ahmedabad , Graduates preferred from BSc (Chemistry / Biotech)/B Pharma having good communication s...,30+ Days Ago,https://www.naukri.com/job-listings-data-mining-executive-post-a-resume-hr-consultancy-ahmedabad-1-to-4-years-080922500659
Naukri,Fraud Detection and Analysis Manager,Globale Media,3.4,3 Reviews,1-6 Yrs ,Not disclosed ,Ahmedabad ," Must be able to work five, 8 hour evening shifts, including weekends and holidays1+ yea...",30+ Days Ago,https://www.naukri.com/job-listings-fraud-detection-and-analysis-manager-globale-media-ahmedabad-1-to-6-years-041122500989
Naukri,Data Processor,Aaneel Infotech,4.6,9 Reviews,1-5 Yrs ,Not disclosed ,Ahmedabad , Good in communicationGood command on Excel / WPS Good at QC / QA skills Good in File Ma...,24 Days Ago,https://www.naukri.com/job-listings-data-processor-aaneel-infotech-private-limited-ahmedabad-1-to-5-years-221222500359
Naukri,Data Researcher III,S&P Global Inc.,4.3,1059 Reviews,1-4 Yrs ,Not disclosed ,Ahmedabad , Comfortable to work in evening shift and flexible hours Graduate or Post Graduate Degre...,30+ Days Ago,https://www.naukri.com/job-listings-data-researcher-iii-s-p-global-inc-ahmedabad-1-to-4-years-241122500051
Naukri,Technical Project Manager (BI and Data Analytics),Inferenz Tech,4.9,11 Reviews,10-20 Yrs ,Not disclosed ,Ahmedabad ," Performing data analysis for efficiency and easy integration. Develop, optimize, and ov...",27 Days Ago,https://www.naukri.com/job-listings-technical-project-manager-bi-and-data-analytics-inferenz-tech-pvt-ltd-ahmedabad-10-to-20-years-191222500423
Naukri,Data Science Manager,Contrado,2.9,9 Reviews,6-11 Yrs ,Not disclosed ,Ahmedabad ," Bachelors or masters degree in economics, mathematics, computer science / engineering, ...",30+ Days Ago,https://www.naukri.com/job-listings-data-science-manager-contrado-imaging-ltd-ahmedabad-6-to-11-years-191122500606
Naukri,Data Science Lead / Manager with UK based eCommerce Company,Contrado,2.9,9 Reviews,6-11 Yrs ,Not disclosed ,Ahmedabad , See detailed JD : https://www.contrado.co.uk/data-science-manager -*-*-*-*-*-*-*-*-*-- ...,30+ Days Ago,https://www.naukri.com/job-listings-data-science-lead-manager-with-uk-based-ecommerce-company-contrado-imaging-india-pvt-ltd-ahmedabad-6-to-11-years-111122009336
Naukri,MIS Executive,Club Oxygen,4.6,104 Reviews,1-2 Yrs ,Not disclosed ,"Ahmedabad, Kochi/Cochin, Mumbai, Chandigarh, New Delhi, Lucknow, Thrissur/Trichur, Chennai, Jaipur, Bangalore/Bengaluru "," Skills required Proficient in MS office - especially - Excel, Good Analytical & Communi...",30+ Days Ago,https://www.naukri.com/job-listings-mis-executive-club-oxygen-kochi-cochin-mumbai-chandigarh-new-delhi-lucknow-thrissur-trichur-chennai-ahmedabad-jaipur-bangalore-bengaluru-1-to-2-years-281122504105
Naukri,Urgent Hiring For MIS Executive - Computer Operator & Fresher,P  A Associates,4.7,22 Reviews,0-5 Yrs ,"2,00,000 - 5,50,000 PA. ","Temp. WFH - Ahmedabad, Bhopal, Indore ", Creating performance reports for multi level databases Managing system performances and...,2 Days Ago,https://www.naukri.com/job-listings-urgent-hiring-for-mis-executive-computer-operator-fresher-p-a-associates-bhopal-indore-ahmedabad-0-to-5-years-181222001671
Naukri,Marketing Executive / Associate  / Lead,Physicswallah,4.5,93 Reviews,0-5 Yrs ,"3,00,000 - 6,00,000 PA. ","Ahmedabad, Srinagar, Bhubaneswar, Kolkata, Nagpur, Patna, Ranchi, Bangalore/Bengaluru, Delhi / NCR ", Proficient in MS Office and marketing software (e.gEligibility- Graduation ( BBA/ BSC /...,30+ Days Ago,https://www.naukri.com/job-listings-marketing-executive-associate-lead-physicswallah-srinagar-bhubaneswar-kolkata-nagpur-patna-ranchi-ahmedabad-bangalore-bengaluru-delhi-ncr-0-to-5-years-251122605308
Naukri,Business Analytics Role - KPO,Huquo Consulting Pvt. Ltd,,,1-2 Yrs ,Not disclosed ,"Ahmedabad, Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Delhi / NCR, Bangalore/Bengaluru "," Must have strong capabilities in problem solving, managing own work diligently, thoroug...",3 Days Ago,https://www.naukri.com/job-listings-business-analytics-role-kpo-huquo-consulting-pvt-ltd-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-ahmedabad-delhi-ncr-bangalore-bengaluru-1-to-2-years-120123913094
Naukri,Head Sales-FMCG -International Business,Vadilal,4.2,377 Reviews,15-18 Yrs ,Not disclosed ,Ahmedabad , Frequent travel and market audit to check for maximum retail presenceGive timely feedba...,26 Days Ago,https://www.naukri.com/job-listings-head-sales-fmcg-international-business-vadilal-ahmedabad-15-to-18-years-201222005677
Naukri,MIS Executive,Merito,,,2-4 Yrs ,Not disclosed ,Ahmedabad , Qualification: Bachelors degree with experience of 2 - 4 Years Generate both periodic a...,30+ Days Ago,https://www.naukri.com/job-listings-mis-executive-merito-in-ahmedabad-2-to-4-years-151222503330
Naukri,MIS Executive,Place1india Hr Solutions,,,2-3 Yrs ,Not disclosed ,Ahmedabad , Should have analytical skill Expertise of MS Excel is must Good command over computer i...,30+ Days Ago,https://www.naukri.com/job-listings-mis-executive-place1india-hr-solutions-ahmedabad-ahmedabad-2-to-3-years-111122502079
Naukri,MIS Executive,Navin Group,2.2,17 Reviews,4-5 Yrs ,Not disclosed ,Ahmedabad , Should be able to handle achieve the departmental requirementsShould be Conversant with...,30+ Days Ago,https://www.naukri.com/job-listings-mis-executive-navingroup-ahmedabad-4-to-5-years-110522500372
Naukri,Executive Assistant cum MIS Executive,Navin Group,2.2,17 Reviews,5-10 Yrs ,Not disclosed ,Ahmedabad , Should be Conversant with Advanced Excel Function Good Communication Skill,30+ Days Ago,https://www.naukri.com/job-listings-executive-assistant-mis-executive-navingroup-ahmedabad-5-to-10-years-040422500698
Naukri,Virtual Office Assistant,Coalition Technologies,4.3,7 Reviews,0-5 Yrs ,Not disclosed ,"Ahmedabad, Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Amritsar, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas) "," Willingness to learn, grow, and collaborate with the team and company as a whole Experi...",4 Days Ago,https://www.naukri.com/job-listings-virtual-office-assistant-coalition-technologies-india-private-limited-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-amritsar-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-0-to-5-years-170522011394
Naukri,GIS Intern,S&P Global Inc.,4.3,1059 Reviews,0-1 Yrs ,Not disclosed ,Ahmedabad , Shift: Rotational Graduate/ Master in Geoinformatics or GIS ArcGIS) is required Experie...,1 Day Ago,https://www.naukri.com/job-listings-gis-intern-s-p-global-inc-ahmedabad-0-to-1-years-140123500697
Naukri,Sales Coordinator,Reframat ,5.0,2 Reviews,0-5 Yrs ,"2,50,000 - 7,50,000 PA. ","Ahmedabad, Kolkata, Delhi / NCR "," Having Good knowledge of computers, specially Excel for data mapping, reporting, sales ...",1 Day Ago,https://www.naukri.com/job-listings-sales-coordinator-reframat-kolkata-ahmedabad-delhi-ncr-0-to-5-years-091222005315
Naukri,Business Analytics Role - KPO,Huquo Consulting Pvt. Ltd,,,1-2 Yrs ,Not disclosed ,"Ahmedabad, Kolkata, Mumbai, Hyderabad/Secunderabad, Lucknow, Chennai, Bangalore/Bengaluru, Delhi / NCR "," Must have strong capabilities in problem solving, managing own work diligently, thoroug...",20 Days Ago,https://www.naukri.com/job-listings-business-analytics-role-kpo-huquo-consulting-pvt-ltd-kolkata-mumbai-hyderabad-secunderabad-lucknow-chennai-ahmedabad-bangalore-bengaluru-delhi-ncr-1-to-2-years-261222909067
Naukri,Business Analytics Role - KPO,Huquo Consulting Pvt. Ltd,,,1-2 Yrs ,Not disclosed ,"Ahmedabad, Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR "," Must have strong capabilities in problem solving, managing own work diligently, thoroug...",20 Days Ago,https://www.naukri.com/job-listings-business-analytics-role-kpo-huquo-consulting-pvt-ltd-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-ahmedabad-bangalore-bengaluru-delhi-ncr-1-to-2-years-261222908890
Naukri,MIS Executive,Unipath Specialty Laboratory,4.2,51 Reviews,3-6 Yrs ,"3,00,000 - 4,50,000 PA. ",Ahmedabad , Monitoring Monthly Plan of Sales Team.Track Target vs Achievement of Team.Perpare MIS R...,25 Days Ago,https://www.naukri.com/job-listings-mis-executive-unipath-specialty-laboratory-ahmedabad-3-to-6-years-211222010153
Naukri,GRE (Guest Relation Executive),Evolve Technologies And Services,,,0-5 Yrs ,Not disclosed ,"Ahmedabad(Ambawadi), Mumbai, Mumbai Suburban ", Preferred - Female Candidates Time:- (Would require to work in shift) Day / Afternoon S...,18 Days Ago,https://www.naukri.com/job-listings-gre-guest-relation-executive-evolve-technologies-and-services-mumbai-mumbai-suburban-ahmedabad-0-to-5-years-281222004990
Naukri,Back Office Executive,Weldew Remedies,,,0-2 Yrs ,"1,25,000 - 1,75,000 PA. ",Ahmedabad , Bachelors degree in business administration or similar fieldKnowledge of computer opera...,22 Days Ago,https://www.naukri.com/job-listings-back-office-executive-weldew-remedies-ahmedabad-0-to-2-years-241222005837
Naukri,Walk In - Area Sales Executive - Gujarat,Exide,3.7,1446 Reviews,2-7 Yrs ,"2,00,000 - 5,50,000 PA. ","Ahmedabad, Mehsana, Jamnagar, Rajkot, Vadodara ", Expand the business network through appointment of new dealers and motivating the exist...,2 Days Ago,https://www.naukri.com/job-listings-walk-in-area-sales-executive-gujarat-exide-mehsana-jamnagar-ahmedabad-rajkot-vadodara-baroda-2-to-7-years-130123009377
Naukri,SEO Executive,Asstron E-Services,4.7,7 Reviews,0-2 Yrs ,Not disclosed ,Ahmedabad , Should be updated to current practices and Google UpdatesProven working experience in S...,30+ Days Ago,https://www.naukri.com/job-listings-seo-executive-astron-e-services-pvt-ltd-ahmedabad-0-to-2-years-261022501772
Naukri,Trainee/ Executive HR & Admin,Furmats Marketing,5.0,2 Reviews,0-2 Yrs ,"2,00,000 - 3,50,000 PA. ","Ahmedabad, Kolkata, New Delhi ", Preference only female candidates Graduation preferably from Science/ Commerce / Mathem...,30+ Days Ago,https://www.naukri.com/job-listings-trainee-executive-hr-admin-furmats-marketing-kolkata-new-delhi-ahmedabad-0-to-2-years-151222009225
Naukri,Support Executive,Innova Systems,2.7,24 Reviews,0-2 Yrs ,Not disclosed ,Ahmedabad , Job Description: Acting as a first point of contact: dealing with correspondence and ph...,30+ Days Ago,https://www.naukri.com/job-listings-support-executive-innova-systems-ahmedabad-0-to-2-years-151220500318
Naukri,Guest Relations Executive,Busisol Sourcing (India),,,0-4 Yrs ,Not disclosed ,"Ahmedabad, New Delhi ", Desired Profile :Experience : 0-4 yrs Qualification : Graduate in hotel management MBA ...,30+ Days Ago,https://www.naukri.com/job-listings-guest-relations-executive-busisol-sourcing-india-pvt-ltd-new-delhi-ahmedabad-0-to-4-years-151122501142
Naukri,Assistant Back Office Executive,Mycityahmedabad,,,0-2 Yrs ,Not disclosed ,Ahmedabad , Job Description: Candidate should be HSC / any Graduate. Should have knowledge of Compu...,30+ Days Ago,https://www.naukri.com/job-listings-assistant-back-office-executive-mycityahmedabad-ahmedabad-0-to-2-years-150720500014
Naukri,Sales Executive,Post A Resume,4.3,14 Reviews,0-1 Yrs ,Not disclosed ,Ahmedabad , Required Primary Skills: Store to Store marketing is most requiredGood understanding of...,30+ Days Ago,https://www.naukri.com/job-listings-sales-executive-post-a-resume-hr-consultancy-ahmedabad-0-to-1-years-130819500947
Naukri,Corporate Sales Executive,Post A Resume,4.3,14 Reviews,0-3 Yrs ,Not disclosed ,Ahmedabad ," Graduates preferred from BCom, BBA and MBA having excellent communication skill in Engl...",30+ Days Ago,https://www.naukri.com/job-listings-corporate-sales-executive-post-a-resume-hr-consultancy-ahmedabad-0-to-3-years-080922500658
Naukri,Customer Care Executive,Amy Cab - Online Cab Booking,,,0-3 Yrs ,Not disclosed ,Ahmedabad , Required Skills: Candidates with good communication in Gujarati and Hindi along with En...,30+ Days Ago,https://www.naukri.com/job-listings-customer-care-executive-amy-cab-online-cab-booking-ahmedabad-0-to-3-years-020119500655
Naukri,Senior Manager - Analytics,Huquo Consulting Pvt. Ltd,,,5-9 Yrs ,Not disclosed ,"Ahmedabad, Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Delhi / NCR, Bangalore/Bengaluru ", Experience with popular web application Must be able to clearly document functional req...,3 Days Ago,https://www.naukri.com/job-listings-senior-manager-analytics-huquo-consulting-pvt-ltd-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-ahmedabad-delhi-ncr-bangalore-bengaluru-5-to-9-years-120123913065
Naukri,Assistant Manager/Senior Manager - Credit Risk Strategy - Financial,Huquo Consulting Pvt. Ltd,,,3-8 Yrs ,Not disclosed ,"Ahmedabad, Kolkata, Mumbai, Hyderabad/Secunderabad, Lucknow, Chennai, Bangalore/Bengaluru, Delhi / NCR ", Perform other related duties as required and assigned Excellent SQL or SAS skills: exte...,3 Days Ago,https://www.naukri.com/job-listings-assistant-manager-senior-manager-credit-risk-strategy-financial-huquo-consulting-pvt-ltd-kolkata-mumbai-hyderabad-secunderabad-lucknow-chennai-ahmedabad-bangalore-bengaluru-delhi-ncr-3-to-8-years-120123913290
Naukri,Manager/Senior Manager - Credit Risk Domain - IIT/NIT/IIM/XLRI,Huquo Consulting Pvt. Ltd,,,3-7 Yrs ,Not disclosed ,"Ahmedabad, Kolkata, Mumbai, Hyderabad/Secunderabad, Lucknow, Chennai, Bangalore/Bengaluru, Delhi / NCR ", Perform other related duties as required and assigned The group directly manages the cr...,3 Days Ago,https://www.naukri.com/job-listings-manager-senior-manager-credit-risk-domain-iit-nit-iim-xlri-huquo-consulting-pvt-ltd-kolkata-mumbai-hyderabad-secunderabad-lucknow-chennai-ahmedabad-bangalore-bengaluru-delhi-ncr-3-to-7-years-120123913175
Naukri,IDT- Knowledge & Solutions - Sr. Associate - Leading Tax Advisory Firm,Munsar Services ,,,3-5 Yrs ,Not disclosed ,"Hybrid - Ahmedabad, Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas) ", Good command over MS Excel and MS Power Point - can use formulas and comfortable with c...,2 Days Ago,https://www.naukri.com/job-listings-idt-knowledge-solutions-sr-associate-leading-tax-advisory-firm-munsar-services-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-5-years-110422009543
Naukri,Senior Associate,Delhivery,4.1,3858 Reviews,1-4 Yrs ,Not disclosed ,Ahmedabad , Should be one stop solution for clients queries and complaints Proficient in MS office ...,30+ Days Ago,https://www.naukri.com/job-listings-senior-associate-delhivery-ahmedabad-1-to-4-years-181122501193
Naukri,Business Development Executive,Newedge Overseas,,,1-2 Yrs ,Not disclosed ,Ahmedabad , Good Interpersonal and Effective communication (Writing and Speaking) Very Good Command...,30+ Days Ago,https://www.naukri.com/job-listings-business-development-executive-newedge-overseas-ahmedabad-1-to-2-years-181022501521
Naukri,LTIMindtree is looking For C/C++ developer,Mindtree,4.0,3774 Reviews,6-11 Yrs ,Not disclosed ,"Hybrid - Ahmedabad, Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas) ", C and C++ - Prepare and execute batch scripts Good communication and interpersonal skil...,11 Days Ago,https://www.naukri.com/job-listings-ltimindtree-is-looking-for-c-c-developer-mindtree-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-6-to-11-years-040123011006
Naukri,DataStage Developer - PAN India,Tata Consultancy Services (TCS),3.9,50526 Reviews,1-6 Yrs ,Not disclosed ,"Ahmedabad, Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas) "," Minimum 2 years of development experience in IBM DataStage, IBM Information Analyzer, S...",13 Days Ago,https://www.naukri.com/job-listings-datastage-developer-pan-india-tata-consultancy-services-tcs-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-1-to-6-years-020123001716
Naukri,Apprentice,S&P Global Inc.,4.3,1059 Reviews,0-1 Yrs ,Not disclosed ,"Ahmedabad, Hyderabad/Secunderabad, Gurgaon/Gurugram ", Willing to work in 24*5 environment on rotational shifts MBA / BBA/Any Non-Tech Graduat...,11 Days Ago,https://www.naukri.com/job-listings-apprentice-s-p-global-inc-hyderabad-secunderabad-gurgaon-gurugram-ahmedabad-0-to-1-years-040123500004
Naukri,Senior Executive Accounts,Biotech Vision Care,3.5,61 Reviews,4-7 Yrs ,Not disclosed ,Ahmedabad ," Preparing Various Data For Different Requirement for Management, Statutory Auditors, an...",2 Days Ago,https://www.naukri.com/job-listings-senior-executive-accounts-biotech-vision-care-ahmedabad-4-to-7-years-130123006124
Naukri,Sales Engineer/Sr. Sales Engineer-Renewables,Selec Controls,3.6,200 Reviews,4-6 Yrs ,Not disclosed ,"Ahmedabad, Kolkata, Mumbai, Navi Mumbai, Chennai, Bangalore/Bengaluru ", Proposal and tracking of certifications & product approvals as per market requirement f...,9 Days Ago,https://www.naukri.com/job-listings-sales-engineer-sr-sales-engineer-renewables-selec-controls-pvt-ltd-kolkata-mumbai-navi-mumbai-ahmedabad-chennai-bangalore-bengaluru-4-to-6-years-060123608517
Naukri,Opportunity For BioStatistician - II/Sr/Principal - Homebased/Blg/Mum/,PPD,4.3,146 Reviews,4-9 Yrs ,Not disclosed ,"Ahmedabad, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR ", minimum of four years experience requiredMinimum of 5 years experience with PhDProven p...,13 Days Ago,https://www.naukri.com/job-listings-opportunity-for-biostatistician-ii-sr-principal-homebased-blg-mum-ppd-mumbai-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-4-to-9-years-221019007992
Naukri,Business Development Executive,Technical Recruiter,,,1-4 Yrs ,"4,00,000 - 8,00,000 PA. ","Ahmedabad, Vapi, Mumbai (All Areas) ", 1. Oversee the sales process to attract new clients. 2. Work with senior team members t...,30+ Days Ago,https://www.naukri.com/job-listings-business-development-executive-technical-recruiter-vapi-ahmedabad-mumbai-all-areas-1-to-4-years-151222009776
linkedIn,Data Analyst,S&P Global,,,,,"Ahmedabad, Gujarat, India",Actively Hiring,2 weeks ago,https://in.linkedin.com/jobs/view/data-analyst-at-s-p-global-3392228397?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=tHjFVSJqqjqb1SDQNapRwg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
linkedIn,Data Analyst,S&P Global,,,,,"Ahmedabad, Gujarat, India",Actively Hiring,1 week ago,https://in.linkedin.com/jobs/view/data-analyst-at-s-p-global-3425911814?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=xzomX%2BjWfQR0xeIWSk4DAw%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
linkedIn,Data Analyst,S&P Global,,,,,"Ahmedabad, Gujarat, India",Actively Hiring,1 week ago,https://in.linkedin.com/jobs/view/data-analyst-at-s-p-global-3399204226?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=bOwri7QgjcxDP2lVLNJF2g%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
linkedIn,Data Analyst,S&P Global,,,,,"Ahmedabad, Gujarat, India",Actively Hiring,6 days ago,https://in.linkedin.com/jobs/view/data-analyst-at-s-p-global-3432695715?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=gjFL%2BKUdKekhjssfNQ3b5w%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
linkedIn,Data Analyst,Materra,,,,,"Ahmedabad, Gujarat, India",Actively Hiring,1 week ago,https://in.linkedin.com/jobs/view/data-analyst-at-materra-3425949608?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=1yoeIzm7AIRk%2BcXQ%2Fn8cew%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
linkedIn,Data Analyst,ORCAPOD CONSULTING SERVICES PRIVATE LIMITED,,,,,"Ahmedabad, Gujarat, India",Be an early applicant,3 weeks ago,https://in.linkedin.com/jobs/view/data-analyst-at-orcapod-consulting-services-private-limited-3437299147?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=bjcN979L73T%2BC%2FlPX4%2FZTA%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
